abstract,authors,id,title,url 
"The Clinical Oncology of American Society report in 2016 predicted deaths are increased upto 9570 due to oral cancer. This cancer occurs due to abnormal tissue growth in the oral cavity. This cancer has limited symptoms, so, it has been difficult to recognize in the early stages. To reduce the death rate of this oral cavity cancer, an automatic system has been developed by applying the optimization techniques in both image processing and machine learning techniques. Even though these methods are successfully recognizing the cancer, the detection accuracy is still one of the major issues because of complex oral tissue structure. So, this paper introduces the Gravitational Search Optimized Echo state neural networks for predicting the oral cancer with effective manner. Initially the X-ray images are collected from the oral cancer database which contains several noises that has to be eliminated with the help of the adaptive wiener filter. Then the affected part has been segmented with the help of the enhanced Markov Stimulated Annealing and the features are derived from segmented region. The derived features are analyzed with the help of the proposed classifier. The excellence of the oral cancer detection system is evaluated using simulation results.","Al-Ma'aitah M
AlZubi AA
","(PMID:30238196
)",Enhanced Computational Model for Gravitational Search Optimized Echo State Neural Networks Based Oral Cancer Detection.,https://europepmc.org/abstract/MED/30238196%0A
"Feature selection is commonly used as a preprocessing step to machine learning for improving learning performance, lowering computational complexity and facilitating model interpretation. This paper proposes the application of boosting feature selection to improve the classification performance of standard feature selection algorithms evaluated for the prediction of P-gp inhibitors and substrates. Two well-known classification algorithms, decision trees and support vector machines, were used to classify the chemical compounds. The experimental results showed better performance for boosting feature selection with respect to the standard feature selection algorithms while maintaining the capability for feature reduction.","Cerruela García G
García-Pedrajas N
","(PMID:30367310
)",Boosted feature selectors: a case study on prediction P-gp inhibitors and substrates.,https://europepmc.org/abstract/MED/30367310%0A
"Following publication of the original article [1], the authors reported that there was an error in the spelling of the name of one of the authors.","Ozsoy MG
Özyer T
Polat F
Alhajj R
","(PMID:29966513
 PMCID:PMC6027555)",Correction to: Realizing drug repositioning by adapting a recommendation system to handle the process.,https://europepmc.org/abstract/MED/29966513%0A
"OBJECTIVE:Systematic reviews and meta-analyses are labor-intensive and time-consuming. Automated extraction of quantitative data from primary studies can accelerate this process. ClinicalTrials.gov, launched in 2000, is the world's largest trial repository of results data from clinical trials; it has been used as a source instead of journal articles. We have developed a web application called EXACT that allows users without advanced programming skills to automatically extract data from ClinicalTrials.gov in analysis-ready format. We have also used the automatically extracted data to examine the reproducibility of meta-analyses in three published systematic reviews. STUDY DESIGN:We developed a Python-based software application (EXACT, Extracting Accurate efficacy and safety information from ClinicalTrials.gov) that automatically extracts data required for meta-analysis from the ClinicalTrials.gov database in a spreadsheet format. We confirmed the accuracy of the extracted data and then used those data to repeat meta-analyses in three published systematic reviews. To ensure that we used the same statistical methods and outcomes as the published systematic reviews, we repeated the statistics using data manually extracted from the relevant journal articles. For the outcomes whose results we were able to reproduce using those journal article data, we examined the usability of ClinicalTrials.gov data. RESULTS:EXACT extracted data at ClincalTrials.gov with 100% accuracy, and it required 60% less time than the usual practice of manually extracting data from journal articles. We found that 87% of the data elements extracted using EXACT matched those extracted manually from the journal articles. We were able to reproduce 24 of 28 outcomes using the journal article data. Of these 24 outcomes, we were able to reproduce 83.3% of the published estimates using data at ClinicalTrials.gov. CONCLUSION:EXACT (http://bio-nlp.org/EXACT) automatically and accurately extracted data elements from ClinicalTrials.gov and thus reduced time in data extraction. The ClinicalTrials.gov data reproduced most meta-analysis results in our study, but this conclusion needs further validation.","Pradhan R
Hoaglin DC
Cornell M
Liu W
Wang V
Yu H
","(PMID:30257185
)",Automatic extraction of quantitative data from ClinicalTrials.gov to conduct meta-analyses.,https://europepmc.org/abstract/MED/30257185%0A
"This paper presents a systematic literature review concerning 3D segmentation algorithms for computerized tomographic imaging. This analysis covers articles published in the range 2006-March 2018 found in four scientific databases (Science Direct, IEEEXplore, ACM, and PubMed), using the methodology for systematic review proposed by Kitchenham. We present the analyzed segmentation methods categorized according to its application, algorithmic strategy, validation, and use of prior knowledge, as well as its general conceptual description. Additionally, we present a general overview, discussions, and further prospects for the 3D segmentation methods applied for tomographic images.","Carvalho LE
Sobieranski AC
von Wangenheim A
","(PMID:29915942
)",3D Segmentation Algorithms for Computerized Tomographic Imaging: a Systematic Literature Review.,https://europepmc.org/abstract/MED/29915942%0A
"Optogenetics has emerged as an exciting tool for manipulating neural activity, which in turn, can modulate behavior in live organisms. However, detecting the response to the optical stimulation requires electrophysiology with physical contact or fluorescent imaging at target locations, which is often limited by photobleaching and phototoxicity. In this paper, we show that phase imaging can report the intracellular transport induced by optogenetic stimulation. We developed a multimodal instrument that can both stimulate cells with subcellular spatial resolution and detect optical pathlength (OPL) changes with nanometer scale sensitivity. We found that OPL fluctuations following stimulation are consistent with active organelle transport. Furthermore, the results indicate a broadening in the transport velocity distribution, which is significantly higher in stimulated cells compared to optogenetically inactive cells. It is likely that this label-free, contactless measurement of optogenetic response will provide an enabling approach to neuroscience.","Hu C
Sam R
Shan M
Nastasa V
Wang M
Kim T
Gillette M
Sengupta P
Popescu G
","(PMID:30311744
)",Optical excitation and detection of neuronal activity.,https://europepmc.org/abstract/MED/30311744%0A
"RNA secondary structure is a useful representation for studying the function of RNA, which captures most of the free energy of RNA folding. Using empirically determined energy parameters, secondary structures of nucleic acids can be efficiently computed by recursive algorithms. Several software packages supporting this task are readily available. As RNA secondary structures are outerplanar graphs, they can be drawn without intersection in the plane. Interpretation by the practitioner is eased when these drawings conform to a series of additional constraints beyond outerplanarity. These constraints are the reason why RNA drawing is difficult. Many RNA drawing algorithms therefore do not always produce intersection-free (outerplanar) drawings.To remedy this shortcoming, we propose here the RNApuzzler algorithm, which is guaranteed to produce intersection-free drawings. It is based on a drawing algorithm respecting constraints based on nucleotide distances (RNAturtle). We investigate relaxations of these constraints allowing for intersection-free drawings. Based on these relaxations, we implemented a fully automated, simple, and robust algorithm that produces aesthetic drawings adhering to previously established guidelines. We tested our algorithm using the RFAM database and found that we can compute intersection-free drawings of all RNAs therein efficiently.The software can be accessed freely at: https://github.com/dwiegreffe/RNApuzzler.Supplementary data are available at Bioinformatics online.","Wiegreffe D
Alexander D
Stadler PF
Zeckzer D
","(PMID:30239566
)",RNApuzzler: Efficient Outerplanar Drawing of RNA-Secondary Structures.,https://europepmc.org/abstract/MED/30239566%0A
No abstract provided.,"Romá-Ferri MT
Tosal Herrero B
","(PMID:17961474
)",[Computer science: a core subject in undergraduate nursing?].,https://europepmc.org/abstract/MED/17961474%0A
"In this paper, we discuss the relevance of sensing and biosensing for the ongoing revolution in science and technology as a product of the merging of machine learning and Big Data into affordable technologies and accessible everyday products. Possible scenarios for the next decades are described with examples of intelligent systems for various areas, most of which will rely on ubiquitous sensing. The technological and societal challenges for developing the full potential of such intelligent systems are also addressed.","Paulovich FV
De Oliveira MCF
Oliveira ON Jr
","(PMID:30004210
)",A Future with Ubiquitous Sensing and Intelligent Systems.,https://europepmc.org/abstract/MED/30004210%0A
"Traditional methods for detection of metabolically-active bacterial cells, while effective, require several days to complete. Development of sensitive electrical biosensors is highly desirable for rapid detection and counting of pathogens in food, water, or clinical samples. Herein, we develop a highly-sensitive non-Faradaic impedance sensor which detects metabolic activity of E. coli cells in a mere 1 μl of sample volume and without any sample filtration/purification. The three dimensional (3D) interdigitated electrodes (IDEs) along with self-assembled gold-nickel (Au-Ni) nanostructures significantly amplify the sensitivity by increasing the sensing area almost three-fold. The developed microsystem is integrated with an agar-based growth medium and monitors the metabolism of bacterial cells, enabling bacterial detection in approximately one hour after inoculation, i.e. in the lag-phase. Incorporation of a secondary agar layer as a biocompatible passivation layer protects the IDEs from potential Faradaic reactions and enhances sensitivity to modulation of the non-Faradaic impedance due to cellular metabolism. The resultant label-free sensor is capable of selective identification of metabolizing cells (vs. dead cells) across a wide linear range (10-1000 cells/μl). These results help pave the way for rapid antibacterial susceptibility testing at the point-of-need, which is currently a major challenge in healthcare.","Butler D
Goel N
Goodnight L
Tadigadapa S
Ebrahimi A
","(PMID:30297173
)",Detection of bacterial metabolism in lag-phase using impedance spectroscopy of agar-integrated 3D microelectrodes.,https://europepmc.org/abstract/MED/30297173%0A
"We report on novel supervised algorithms for single-trial brain state decoding. Their reliability and robustness are essential to efficiently perform neurotechnological applications in closed-loop. When brain activity is assessed by multichannel recordings, spatial filters computed by the source power comodulation (SPoC) algorithm allow identifying oscillatory subspaces. They regress to a known continuous trial-wise variable reflecting, e.g. stimulus characteristics, cognitive processing or behavior. In small dataset scenarios, this supervised method tends to overfit to its training data as the involved recordings via electroencephalogram (EEG), magnetoencephalogram or local field potentials generally provide a low signal-to-noise ratio. To improve upon this, we propose and characterize three types of regularization techniques for SPoC: approaches using Tikhonov regularization (which requires model selection via cross-validation), combinations of Tikhonov regularization and covariance matrix normalization as well as strategies exploiting analytical covariance matrix shrinkage. All proposed techniques were evaluated both in a novel simulation framework and on real-world data. Based on the simulation findings, we saw our expectations fulfilled, that SPoC regularization generally reveals the largest benefit for small training sets and under severe label noise conditions. Relevant for practitioners, we derived operating ranges of regularization hyperparameters for cross-validation based approaches and offer open source code. Evaluating all methods additionally on real-world data, we observed an improved regression performance mainly for datasets from subjects with initially poor performance. With this proof-of-concept paper, we provided a generalizable regularization framework for SPoC which may serve as a starting point for implementing advanced techniques in the future.","Meinel A
Castaño-Candamil S
Blankertz B
Lotte F
Tangermann M
","(PMID:30128674
)",Characterizing Regularization Techniques for Spatial Filter Optimization in Oscillatory EEG Regression Problems : Guidelines Derived from Simulation and Real-World Data.,https://europepmc.org/abstract/MED/30128674%0A
"The hypervolume indicator has frequently been used for comparing evolutionary multi-objective optimization (EMO) algorithms. A reference point is needed for hypervolume calculation. However, its specification has not been discussed in detail from a viewpoint of fair performance comparison. A slightly worse point than the nadir point is usually used for hypervolume calculation in the EMO community. In this paper, we propose a reference point specification method for fair performance comparison of EMO algorithms. First, we discuss the relation between the reference point specification and the optimal distribution of solutions for hypervolume maximization. It is demonstrated that the optimal distribution of solutions strongly depends on the location of the reference point when a multi-objective problem has an inverted triangular Pareto front. Next, we propose a reference point specification method based on theoretical discussions on the optimal distribution of solutions. The basic idea is to specify the reference point so that a set of well-distributed solutions over the entire linear Pareto front has a large hypervolume and all solutions in such a solution set have similar hypervolume contributions. Then, we examine whether the proposed method can appropriately specify the reference point through computational experiments on various test problems. Finally, we examine the usefulness of the proposed method in a hypervolume-based EMO algorithm. Our discussions and experimental results clearly show that a slightly worse point than the nadir point is not always appropriate for performance comparison of EMO algorithms.","Ishibuchi H
Imada R
Setoguchi Y
Nojima Y
","(PMID:29786458
)",How to Specify a Reference Point in Hypervolume Calculation for Fair Performance Comparison.,https://europepmc.org/abstract/MED/29786458%0A
"Bilateral teleoperation systems connected to computer networks such as the internet must be able to operate with varying time delays since such systems can easily become unstable. A passivity concept has been used as the framework to solve the stability problem in the bilateral control of teleoperation systems. Passivity and tracking performance are recovered using a control architecture that incorporates time varying gains into the transmission path, feedforward, and feedback position control. The proposed architecture has an inner component that can accommodate any configuration but still remain stable and passive even with varying time delay. The simulation results for a single degree of freedom master/slave system demonstrate the performance of the proposed control architecture.","Kostyukova O
Vista FP 4th
Chong KT
","(PMID:30385035
)",Design of feedforward and feedback position control for passive bilateral teleoperation with delays.,https://europepmc.org/abstract/MED/30385035%0A
"OBJECTIVES:To understand how Twitter bots and trolls (""bots"") promote online health content. METHODS:We compared bots' to average users' rates of vaccine-relevant messages, which we collected online from July 2014 through September 2017. We estimated the likelihood that users were bots, comparing proportions of polarized and antivaccine tweets across user types. We conducted a content analysis of a Twitter hashtag associated with Russian troll activity. RESULTS:Compared with average users, Russian trolls (χ2(1) = 102.0; P < .001), sophisticated bots (χ2(1) = 28.6; P < .001), and ""content polluters"" (χ2(1) = 7.0; P < .001) tweeted about vaccination at higher rates. Whereas content polluters posted more antivaccine content (χ2(1) = 11.18; P < .001), Russian trolls amplified both sides. Unidentifiable accounts were more polarized (χ2(1) = 12.1; P < .001) and antivaccine (χ2(1) = 35.9; P < .001). Analysis of the Russian troll hashtag showed that its messages were more political and divisive. CONCLUSIONS:Whereas bots that spread malware and unsolicited content disseminated antivaccine messages, Russian trolls promoted discord. Accounts masquerading as legitimate users create false equivalency, eroding public consensus on vaccination. Public Health Implications. Directly confronting vaccine skeptics enables bots to legitimize the vaccine debate. More research is needed to determine how best to combat bot-driven content.","Broniatowski DA
Jamison AM
Qi S
AlKulaib L
Chen T
Benton A
Quinn SC
Dredze M
","(PMID:30138075
)",Weaponized Health Communication: Twitter Bots and Russian Trolls Amplify the Vaccine Debate.,https://europepmc.org/abstract/MED/30138075%0A
"The falx cerebri and the tentorium cerebelli are two projections of the dura mater in the cranial cavity which ossify to varying degrees in some mammalian species. The idea that the ossification of these structures may be necessary to support the loads arising during feeding has been proposed and dismissed in the past, but never tested quantitatively. To address this, a biomechanical model of a domestic cat (Felis silvestris catus) skull was created and the material properties of the falx and tentorium were varied for a series of loading regimes incorporating the main masticatory and neck muscles during biting. Under these loading conditions, ossification of the falx cerebri does not have a significant impact on the stress in the cranial bones. In the case of the tentorium, however, a localized increase in stress was observed in the parietal and temporal bones, including the tympanic bulla, when a non-ossified tentorium was modelled. These effects were consistent across the different analyses, irrespective of loading regime. The results suggest that ossification of the tentorium cerebelli may play a minor role during feeding activities by decreasing the stress in the back of the skull.","Sellés de Lucas V
Dutel H
Evans SE
Gröning F
Sharp AC
Watson PJ
Fagan MJ
","(PMID:30355804
)",An assessment of the role of the falx cerebri and tentorium cerebelli in the cranium of the cat (Felis silvestris catus).,https://europepmc.org/abstract/MED/30355804%0A
"Circulating tumor cells (CTCs) are a major contributor of cancer metastases and hold a promising prognostic significance in cancer detection. Performing functional and molecular characterization of CTCs provides an in-depth knowledge about this lethal disease. Researchers are making efforts to design devices and develop assays for enumeration of CTCs with a high capture and detection efficiency from whole blood of cancer patients. The existing and on-going research on CTC isolation methods has revealed cell characteristics which are helpful in cancer monitoring and designing of targeted cancer treatments. In this review paper, a brief summary of existing CTC isolation methods is presented. We also discuss methods of detaching CTC from functionalized surfaces (functional assays/devices) and their further use for ex-vivo culturing that aid in studies regarding molecular properties that encourage metastatic seeding. In the clinical applications section, we discuss a number of cases that CTCs can play a key role for monitoring metastases, drug treatment response, and heterogeneity profiling regarding biomarkers and gene expression studies that bring treatment design further towards personalized medicine.","Sharma S
Zhuang R
Long M
Pavlovic M
Kang Y
Ilyas A
Asghar W
","(PMID:29559380
)","Circulating tumor cell isolation, culture, and downstream molecular analysis.",https://europepmc.org/abstract/MED/29559380%0A
"Bulgaria created a pioneering center in late 1990 to tackle the threat that its homegrown computer viruses posed to the world; according to experts, it has been a major force in reining in that threat. Now the lab is struggling to stave off obsolescence on a budget of roughly half of what a single Western whiz kid fresh out of college might earn in a year.","Koenig R
","(PMID:17839928
)",COMPUTER SCIENCE: Flushing Out Nasty Viruses in the Balkans.,https://europepmc.org/abstract/MED/17839928%0A
"PURPOSE:Electromagnetic (EM) tracking is a key technology in image-guided therapy. A new EM Micro Sensor was presented by Polhemus Inc.; it is the first to enable localization of medical instruments through their trackers. Different field generators (FGs) are available by Polhemus, one being almost as small as a sugar cube. As accuracy and robustness of tracking are known challenges to using EM trackers in clinical environments, the goal of this study was a standardized assessment of the Micro Sensor in both a laboratory (lab) and a computed tomography (CT) environment METHODS: The Micro Sensor was assessed by means of Hummel et al.'s standardized protocol; it was assessed in conjunction with a Polhemus Liberty tracker and three FGs - with edge lengths of 1 (TX1), 2 (TX2) and 4 (TX4) inches. Precision as well as positional and rotational accuracy were determined in a lab and a CT suite. Distortions by four different metallic cylinders and tracking of two typical medical instruments-a hypodermic needle and a exible endoscope|were also tested. RESULTS:A jitter of 0.02 mm or less was found for all FGs in the different environments, except for the TX2 FG for which no valid data could be obtained in the CT. Errors of 5 cm distance measurements were 0.6 mm or less for all FGs in the lab. While the distance errors of the TX1 FG were only slightly increased up to 1.6 mm in the CT, those of the TX4 FG were found to be up to around 10% of the measured distance (5.4 mm on average). The mean orientation error was found to be 0.9° / 0.5° / 0.1° for the TX4 / TX2 / TX1 FG in the lab. In the CT environment, rotation errors were in the same range: less than 1.2° / 0.1° for the TX4 / TX1 FG. Deviation under presence of metallic cylinders stayed below 1 mm in most cases. Precision and orientational accuracy do not seem to be affected by instrument tracking and stayed in the same range as for the other measurements whereas distance errors were slightly increased up to 1.7 mm. CONCLUSION:This study shows that accurate tracking of medical instruments is possible with the new Micro Sensor; it demonstrated a jitter of 0.01 mm or less, position errors below 2 mm and rotation errors of less than 0.3°. As with other EM trackers, errors increase when large tracking volumes with ranges of up to 50 cm are required in clinical environments. For smaller tracking volumes with ranges of up to 15 cm, a high accuracy and robustness was found. This is interesting especially for the TX1 FG which can easily be placed in close vicinity to the region of interest. This article is protected by copyright. All rights reserved.","Franz AM
Seitel A
Cheray D
Maier-Hein L
","(PMID:30414277
)",Polhemus EM Tracked Micro Sensor for CT-guided Interventions.,https://europepmc.org/abstract/MED/30414277%0A
"PURPOSE:To determine the feasibility of using high dimensional computer-extracted features, known as radiomics features, in differentiating primary central nervous system lymphoma (PCNSL) from glioblastoma on multi-parametric MR imaging including diffusion-weighted imaging. METHODS:Retrospective evaluation of data was approved by the local ethics committee and informed consent was waived. A total of 143 patients (two independent cohorts for discovery [n = 86; glioblastoma = 49, PCNSL = 37] and validation [n = 57; glioblastoma = 29, PCNSL = 28]) with newly diagnosed glioblastoma and PCNSL were subjected to radiomics analysis using the multi-parametric MRI (contrast-enhanced T1-weighted imaging, T2-weighted imaging, and diffusion-weighted imaging). Radiomics analyses were performed for two types of regions of interest (ROI) covering contrast-enhancing tumor and whole (enhancing or non-enhancing) tumor plus peritumoral edema. A total of 127 radiomics features were calculated. Feature selection was performed to identify the most discriminating features for every MR image in the discovery cohort. The identified features were used to calculate radiomics scores, which were later used in logistic regression to distinguish between PCNSL and glioblastoma. The classification model was further tested on the independent validation cohort. RESULTS:Fifteen features were selected as significant features in the discovery cohort. Using the identified features and calculated radiomics scores, the logistic regression-based classifier yielded an area under the curve (AUC) of 0.979, sensitivity of 0.938, and specificity of 0.944 in the discovery cohort to distinguish between glioblastoma and PCNSL. A similarly high rate of performance was observed in the validation cohort (AUC = 0.956). CONCLUSIONS:Radiomics features derived from multi-parametric MRI can be used to differentiate PCNSL from glioblastoma effectively.","Kim Y
Cho HH
Kim ST
Park H
Nam D
Kong DS
","(PMID:30232517
)",Radiomics features to distinguish glioblastoma from primary central nervous system lymphoma on multi-parametric MRI.,https://europepmc.org/abstract/MED/30232517%0A
"Organ segmentation is an important pre-processing step in surgery planning and computer-aided diagnosis. In this paper, we propose a fast and accurate liver segmentation framework. Our proposed method combines a knowledge-based slice-by-slice Random Walk (RW) segmentation algorithm (proposed in our previous work) with a superpixel algorithm called the Contrast-enhanced Compact Watershed (CCWS) method to reduce computing time and memory costs. Compared to the commonly used Simple Linear Iterative Clustering (SLIC), we demonstrate that our CCWS is more appropriate for liver segmentation. To improve the methods accuracy, we use a modified narrow band active contour model as a refinement after the initial segmentation. The experiments showed that the superpixel-based slice-by-slice RW could segment the entire liver with improved speed, and the modified active contour model is more precise than the original Chan-Vese Model. As a result, the proposed framework is able to quickly and accurately segment the entire liver.","Yuan Y
Chen YW
Dong C
Yu H
Zhu Z
","(PMID:30359946
)","Hybrid method combining superpixel, random walk and active contour model for fast and accurate liver segmentation.",https://europepmc.org/abstract/MED/30359946%0A
"Intelligent wheelchair technology has recently been utilised to address several mobility problems. Techniques based on brain-computer interface (BCI) are currently used to develop electric wheelchairs. Using human brain control in wheelchairs for people with disability has elicited widespread attention due to its flexibility.This study aims to determine the background of recent studies on wheelchair control based on BCI for disability and map the literature survey into a coherent taxonomy. The study intends to identify the most important aspects in this emerging field as an impetus for using BCI for disability in electric-powered wheelchair (EPW) control, which remains a challenge. The study also attempts to provide recommendations for solving other existing limitations and challenges.We systematically searched all articles about EPW control based on BCI for disability in three popular databases: ScienceDirect, IEEE and Web of Science. These databases contain numerous articles that considerably influenced this field and cover most of the relevant theoretical and technical issues.We selected 100 articles on the basis of our inclusion and exclusion criteria. A large set of articles (55) discussed on developing real-time wheelchair control systems based on BCI for disability signals. Another set of articles (25) focused on analysing BCI for disability signals for wheelchair control. The third set of articles (14) considered the simulation of wheelchair control based on BCI for disability signals. Four articles designed a framework for wheelchair control based on BCI for disability signals. Finally, one article reviewed concerns regarding wheelchair control based on BCI for disability signals.Since 2007, researchers have pursued the possibility of using BCI for disability in EPW control through different approaches. Regardless of type, articles have focused on addressing limitations that impede the full efficiency of BCI for disability and recommended solutions for these limitations.Studies on wheelchair control based on BCI for disability considerably influence society due to the large number of people with disability. Therefore, we aim to provide researchers and developers with a clear understanding of this platform and highlight the challenges and gaps in the current and future studies.","Al-Qaysi ZT
Zaidan BB
Zaidan AA
Suzani MS
","(PMID:29958722
)","A review of disability EEG based wheelchair control system: Coherent taxonomy, open challenges and recommendations.",https://europepmc.org/abstract/MED/29958722%0A
No abstract provided.,"Alex Nguyen PA
Jack Li YC
","(PMID:29903500
)",Improving the quality healthcare through the efficient computer-aided prediction models.,https://europepmc.org/abstract/MED/29903500%0A
"Incoherent broadband cavity-enhanced absorption spectroscopy (IBBCEAS) is of importance for gas detection in environmental monitoring. This review summarizes the unique properties, development and recent progress of the IBBCEAS technique. Principle of IBBCEAS for gas sensing is described, and the development of IBBCEAS from the perspective of system structure is elaborated, including light source, cavity and detection scheme. Performances of the reported IBBCEAS sensor system in laboratory and field measurements are reported. Potential applications of this technique are discussed.","Zheng K
Zheng C
Zhang Y
Wang Y
Tittel FK
","(PMID:30373252
)",Review of Incoherent Broadband Cavity-Enhanced Absorption Spectroscopy (IBBCEAS) for Gas Sensing.,https://europepmc.org/abstract/MED/30373252%0A
"Ground-glass opacity (GGO) is a common CT imaging sign on high-resolution CT, which means the lesion is more likely to be malignant compared to common solid lung nodules. The automatic recognition of GGO CT imaging signs is of great importance for early diagnosis and possible cure of lung cancers. The present GGO recognition methods employ traditional low-level features and system performance improves slowly. Considering the high-performance of CNN model in computer vision field, we proposed an automatic recognition method of 3D GGO CT imaging signs through the fusion of hybrid resampling and layer-wise fine-tuning CNN models in this paper. Our hybrid resampling is performed on multi-views and multi-receptive fields, which reduces the risk of missing small or large GGOs by adopting representative sampling panels and processing GGOs with multiple scales simultaneously. The layer-wise fine-tuning strategy has the ability to obtain the optimal fine-tuning model. Multi-CNN models fusion strategy obtains better performance than any single trained model. We evaluated our method on the GGO nodule samples in publicly available LIDC-IDRI dataset of chest CT scans. The experimental results show that our method yields excellent results with 96.64% sensitivity, 71.43% specificity, and 0.83 F1 score. Our method is a promising approach to apply deep learning method to computer-aided analysis of specific CT imaging signs with insufficient labeled images. Graphical abstract We proposed an automatic recognition method of 3D GGO CT imaging signs through the fusion of hybrid resampling and layer-wise fine-tuning CNN models in this paper. Our hybrid resampling reduces the risk of missing small or large GGOs by adopting representative sampling panels and processing GGOs with multiple scales simultaneously. The layer-wise fine-tuning strategy has ability to obtain the optimal fine-tuning model. Our method is a promising approach to apply deep learning method to computer-aided analysis of specific CT imaging signs with insufficient labeled images.","Han G
Liu X
Zheng G
Wang M
Huang S
","(PMID:29873026
)",Automatic recognition of 3D GGO CT imaging signs through the fusion of hybrid resampling and layer-wise fine-tuning CNNs.,https://europepmc.org/abstract/MED/29873026%0A
"Currently in the United States, the remains of thousands of unidentified human decedents are housed in medical, law enforcement, and forensic facilities throughout the country. A number of digital data repositories have been established to curate and disseminate the details of these unidentified decedent cases; some repositories also maintain records of missing persons. Although a cross-reference for textual data similarity occurs between the missing persons and unidentified decedent records in some repositories, no repository is currently known to employ an image analysis technology for cross-referencing image data. Results suggest that the computer-generated facial approximations used in this research were consistently included in prioritized candidate lists when used in an automated facial recognition context. Two concurrent studies exploring the specific use-case discussed here were executed. The first employed an optimally-conditioned facial image gallery (g=6159) (i.e., a gallery comprised of highly consistent facial images), a research design intended to establish the ceiling performance of the combined use of the two software programs employed. The second employed a gallery (g=1816) compiled from a real-world dataset of missing persons' facial images, a research design intended to inform potential operational performance when using the highly varied facial images typically comprising public databases. Multiple types of facial approximations (reconstructions) with varying degrees of weight adjustments, age adjustments, or the presence (or absence) of visible eyes, and combinations of these variables, were evaluated. Overall, in the larger, optimally modeled study, 53% of the facial approximations for the t=159 test subjects examined were matched to his or her corresponding life photo within the top 50 images of a candidate list generated from a blind (unrestricted) search of the highly consistent gallery (g=6159). In the operationally modeled study, 31% of the test subjects' (t=16) facial approximations were matched to their corresponding life photos within the top 50 images of a candidate list generated from a blind search of the gallery populated with images from an operational dataset (g=1816). As anticipated, candidate list inclusion rates improved with the use of demographic filters. No significantly different inclusion rates were observed between the sex or age cohorts examined. Significant differences were, however, observed across population cohorts. Entities curating missing and unidentified decedent records may benefit from a paired implementation of facial recognition technology and computer-generated approximations as part of a comprehensive investigative strategy for the specific envisioned use-case discussed in this research.","Parks CL
Monson KL
","(PMID:30108019
)",Recognizability of computer-generated facial approximations in an automated facial recognition context for potential use in unidentified persons data repositories: Optimally and operationally modeled conditions.,https://europepmc.org/abstract/MED/30108019%0A
"Pattern recognition and classification of images are key challenges throughout the life sciences. We combined two approaches for large-scale classification of fluorescence microscopy images. First, using the publicly available data set from the Cell Atlas of the Human Protein Atlas (HPA), we integrated an image-classification task into a mainstream video game (EVE Online) as a mini-game, named Project Discovery. Participation by 322,006 gamers over 1 year provided nearly 33 million classifications of subcellular localization patterns, including patterns that were not previously annotated by the HPA. Second, we used deep learning to build an automated Localization Cellular Annotation Tool (Loc-CAT). This tool classifies proteins into 29 subcellular localization patterns and can deal efficiently with multi-localization proteins, performing robustly across different cell types. Combining the annotations of gamers and deep learning, we applied transfer learning to create a boosted learner that can characterize subcellular protein distribution with F1 score of 0.72. We found that engaging players of commercial computer games provided data that augmented deep learning and enabled scalable and readily improved image classification.","Sullivan DP
Winsnes CF
Åkesson L
Hjelmare M
Wiking M
Schutten R
Campbell L
Leifsson H
Rhodes S
Nordgren A
Smith K
Revaz B
Finnbogason B
Szantner A
Lundberg E
","(PMID:30125267
)",Deep learning is combined with massive-scale citizen science to improve large-scale image classification.,https://europepmc.org/abstract/MED/30125267%0A
"Parkinson's Disease (PD) is associated with decreased ability to perform habitual tasks, relying instead on goal-directed behaviour subserved by different cortical/subcortical circuits, including parts of the putamen. We explored the functional subunits in the putamen in PD using novel dynamic connectivity features derived from resting state fMRI recorded from thirty PD subjects and twenty-eight age-matched healthy controls (HC). Dynamic functional segmentation of the putamina was obtained by determining the correlation between each voxel in each putamen along a moving window and applying a joint temporal clustering algorithm to establish cluster membership of each voxel at each window. Contiguous voxels that had consistent cluster membership across all windows were then considered to be part of a homogeneous functional subunit. As PD subjects robustly had two homogenous clusters in the putamina, we also segmented the putamina in HC into two dynamic clusters for a fair comparison. We then estimated the dynamic connectivity using sliding windowed correlation between the mean signal from the identified homogenous subunits and 56 other predefined cortical and subcortical ROIs. Specifically, the mean dynamic connectivity strength and connectivity deviation were then compared to evaluate subregional differences. HC subjects had significant differences in mean dynamic connectivity and connectivity deviation between the two putaminal subunits. The posterior subunit connected strongly to sensorimotor areas, the cerebellum, as well as the middle frontal gyrus. The anterior subunit had strong mean dynamic connectivity to the nucleus accumbens, hippocampus, amygdala, caudate and cingulate. In contrast, PD subjects had fewer differences in mean dynamic connectivity between subunits, indicating a degradation of subregional specificity. Overall UPDRS III and MoCA scores could be predicted using mean dynamic connectivity strength and connectivity deviation. Side of onset of the disease was also jointly related with functional connectivity features. Our results suggest a robust loss of specificity of mean dynamic connectivity and connectivity deviation in putaminal subunits in PD that is sensitive to disease severity. In addition, altered mean dynamic connectivity and connectivity deviation features in PD suggest that looking at connectivity dynamics offers an additional dimension for assessment of neurodegenerative disorders.","Liu A
Lin SJ
Mi T
Chen X
Chan P
Wang ZJ
McKeown MJ
","(PMID:30388599
 PMCID:PMC6214880)",Decreased subregional specificity of the putamen in Parkinson's Disease revealed by dynamic connectivity-derived parcellation.,https://europepmc.org/abstract/MED/30388599%0A
